Sentence,Sentiment
"A negociação resultou na redução de 80 pessoas no emprego regular, cerca de metade das quais serão cobertas por regimes de pensões.",neutral
ATUALIZAÇÃO 1-AstraZeneca aumenta unidade respiratória com acordo de US$ 575 milhões com a Takeda,positive
"As vendas líquidas caíram 33% em relação ao terceiro trimestre de 2008, para 130,5 milhões de euros.",negative
"``Esses testes são parte de uma campanha maior que inclui vários testes e demonstrações de clientes para tornar o LTE em 800 MHz comercialmente viável até este verão'', disse o chefe da linha de negócios LTE da Nokia Siemens, Reino Tammela.",neutral
"Goldman Sachs, Barclays e HSBC minimizam ameaça do Brexit",neutral
"O lucro operacional antes de itens não recorrentes foi de 8,3 milhões de euros nos primeiros nove meses de 2008, em comparação com 8,4 milhões de euros no período correspondente em 2007.",negative
A tendência Faça isso por mim sustenta o crescimento das vendas no Reino Unido na Kingfisher,positive
"As vendas de produtos alimentares totalizaram 323,5 milhões de euros em Outubro de 2009 , representando uma diminuição de 5,5 % em relação a Outubro de 2008 .",negative
"A Marubeni participou de projetos de redução de emissões de GEE - Gases de Efeito Estufa no exterior, obteve créditos de emissões de seus projetos e os forneceu a clientes japoneses.",neutral
"De acordo com estatísticas da Administração Marítima Finlandesa, o transporte marítimo não aumentou muito entre Janeiro e Agosto de 2009.",neutral
As novas 409.665.891 ações da Westend ICT Plc e o aumento de capital social de 2.000.000 euros com base nas deliberações da assembleia extraordinária de acionistas de 27 de dezembro de 2010 foram hoje registrados no Registro Comercial.,neutral
O fundo ao justo valor aumentará correspondentemente.,positive
"A Finnish Suominen Corporation, especializada em lenços umedecidos, não-tecidos e embalagens flexíveis, relata vendas líquidas de EUR 44,1 milhões no segundo trimestre de 2010, acima dos EUR 43,3 milhões no segundo trimestre de 2009.",positive
O inventor recebeu a patente U.S. No.,neutral
"Só em Setembro, o mercado diminuiu 10,2% em termos anuais, para 19,28 milhões de litros.",negative
"A forte visibilidade da marca a nível nacional e regional é de importância primordial nas vendas de casas, veículos e publicidade ao consumidor.",neutral
Esta é a primeira vez que a Finnair consegue um acordo com o governo do Reino Unido.,positive
"Após a mudança, a participação da Stora Enso na NewPage permanecerá inalterada.",neutral
"esperando que $SPY feche acima de 205,20 $AAPL",positive
"Uma vez plantadas, as plantas continuarão a crescer, mas o sucesso de qualquer jardim reside na forma como é mantido.",neutral
"A empresa afirmou que a procura de papel aumentou em todos os seus principais mercados, incluindo o de papéis para publicações, e que aumentou os preços médios do papel em 4 por cento face ao ano passado.",positive
"As soluções terceirizadas de Scan and Capture transferem faturas em papel para formato eletrônico, e o Basware Business Transactions Service permite ao cliente receber e enviar faturas em formato eletrônico.",neutral
AstraZeneca sofre revés depois que medicamento não trata câncer de olho,negative
A Sanoma Magazines International convidará outros acionistas detentores de aproximadamente 15% das ações a venderem suas ações.,neutral
`` Isto poderia ser nós.,neutral
``A tendência nos mercados de esporte e lazer foi favorável nos primeiros meses do ano.,positive
"O lucro antes de impostos totalizou 397,4 milhões de euros, acima dos 164,7 milhões de euros.",positive
Berkshire solicita aumento de participação no Wells Fargo acima de 10%,positive
"Além disso, a Konecranes e a Kito pretendem transferir o negócio de distribuição de guinchos da joint venture japonesa da Konecranes, MHS Konecranes, para a Kito.",neutral
A empresa não divulgou o preço da aquisição.,neutral
Fancy Dans em movimento Loja de presentes e interiores FAB Glasgow Fancy Dans está em movimento!,neutral
Estratégia digital da Starbucks para impulsionar um crescimento significativo com a fidelidade do cliente https://t.co/9Q7cI79IYO $SBUX,positive
"A cadeia retalhista Suomen L+ñhikauppa recebeu o índice 5,8, a companhia aérea SAS 5,8, a banda larga da TeliaSonera 6,1, a cadeia retalhista alemã Lidl 6,1, as assinaturas móveis da Tele Finland 6,1, a linha marítima Tallink 6,3 e a empresa de energia Helsinki Energy 6,3.",neutral
"M-real Corporation Stock Exchange Release 27 de agosto de 2009 às 15h15 A M-real recebeu o pagamento em dinheiro de 190 milhões de euros da Sappi M-real Corporation, uma parte do Grupo Mets+ñliitto, vendeu seu negócio de papéis gráficos para a Sappi Limited no final de 2008 por 750 milhões de euros.",neutral
A alteração não implicará custos adicionais.,neutral
"O resultado operacional , excluindo itens extraordinários , totalizou 9,1 milhões de euros em comparação com 10,6 milhões de euros em operações continuadas , excluindo itens extraordinários em 2004 .",neutral
O moinho tem longa tradição e ocupa uma posição consolidada nos mercados.,positive
"Muitas ações de metal parecem estar esperando uma alta de 5-10%. Longo $SSRI, $PAAS e $NEM, mas a maioria dos nomes de alta qualidade deve ir se os preços dos metais cooperarem",positive
"$ENDP - vimos um grande pedido neste na semana passada, alguém também acumulando ligações de maio e 35 de junho hoje",positive
Obrigado ações $ GOOG (Google Alphabet) e $ FB (Facebook)! Que bela reversão.,positive
Sobre a Elcoteq A Elcoteq SE é uma empresa líder em serviços de fabricação de eletrônicos (EMS) na área de tecnologia de comunicações.,positive
A empresa opera em todo o mundo e emprega no total aproximadamente 47.000 pessoas.,neutral
O Conselho de Administração da Okmetic também decidiu sobre um novo programa de participação acionária direcionado à alta administração da empresa.,neutral
"A produção de chumbo, por sua vez, deverá aumentar para 60 mil toneladas até 2009, o que representaria um aumento para o dobro dos actuais níveis de capacidade, disse Zahariev.",positive
A Aspocomp possui uma grande fábrica na China e um projeto de construção de fábrica na Índia que foi interrompido devido a problemas de financiamento.,negative
"$TSLA pegando fogo, o que significa 6 dias seguidos. Alguém precisa!! em",positive
"As vendas de Outubro a Dezembro foram de 302 milhões de euros, ou um aumento de 25,3% em relação ao ano anterior.",positive
A GE está construindo a instalação com a desenvolvedora de energia eólica Invenergy Wind LLC.,neutral
"ATUALIZAÇÃO 1-Classificações de crédito da BHP Billiton frágeis no EF16, alertam agências",negative
"(ADP News) - 3 de novembro de 2008 - A empresa finlandesa de papel, embalagens e produtos florestais Stora Enso Oyj (OMX: STERV) disse hoje que investiria 137 milhões de euros (US$ 176,6 milhões) na construção de uma usina em sua Ostroleka. Mi",neutral
"A transação foi anunciada em 29 de setembro, quando a Pohjola Insurance concordou em pagar 80 milhões de euros (106,3 milhões de dólares) em dinheiro pela Pohjantahti.",neutral
"Anteriormente , projectava que o valor fosse ligeiramente inferior ao de 2009 .",neutral
"O valor total do projecto é de cerca de 53 milhões de euros, incluindo os lotes que serão transferidos para a Atria.",neutral
"O lucro operacional aumentou para 27,8 milhões de euros, contra 17,5 milhões de euros em 2008.",positive
As ações serão adquiridas de acordo com as Regras da NASDAQ OMX Helsinki e de acordo com as regras relacionadas à aquisição de ações próprias da empresa.,neutral
"Segundo o procurador, as transacções de acções foram realizadas depois de a HK Ruokatalo ter prosseguido as negociações relativas à aquisição da Swedish Meats.",neutral
"O lucro operacional totalizou 9,6 milhões de euros, abaixo dos 42,0 milhões de euros do ano anterior.",negative
Braço atingido pelas perspectivas de vendas de aparelhos,negative
"Ganhos FTSE da Grã-Bretanha, títulos de terras sobem após aumento de dividendos",positive
Builder Persimmon elogia aumento de 6% nas vendas de casas,positive
A maior parte dos dividendos irá para a família Grimaldi.,neutral
"O desenvolvimento económico na China já não ocorre apenas na costa leste e na área de Xangai, diz Vauramo.",neutral
14 de junho de 2009 (AOL Weblogs entregues pela Newstex) - Parece que o E71 está prestes a ser ofuscado como o principal smartphone de classe executiva da Nokia (NYSE: NOK) - alguém em Espoo acabou de acessar a conta corporativa do YouTube com este vídeo promocional para um E72.,neutral
Os membros do $NIHD entenderam errado. Procurando por baixo. Rsi abaixo de 30,negative
"Laavainen disse que a Benecol é bem conhecida na Europa e nos EUA, onde está no mercado há 15 anos.",neutral
"A empresa também nomeou Leif Rosen chefe da unidade de Chapas Especiais, que inclui as unidades de chapas quarto em Degerfors, Suécia, e New Castle, EUA, a unidade em Willich, Alemanha, bem como Pressplate e Prefab em Avesta e Plate Service Center Nordic em Degerfors.",neutral
defeito potencial nos cintos de segurança da terceira fila. Tesla Motors faz recall de 2.700 SUVs Modelo X $ TSLA https://t.co/YVYDncdNdi,negative
"Ao todo, a CapMan emprega aproximadamente 150 pessoas em Helsínquia, Estocolmo, Copenhaga, Oslo, Moscovo e Luxemburgo.",neutral
"Os segmentos através dos quais a empresa atua são negócios de Alimentos Congelados, Frutos do Mar, Negócios de Óleos Vegetais, Comércio de Grãos e Outras operações de negócios.",neutral
"Com base nas negociações com o pessoal, cerca de 20% indicaram a sua vontade de se mudar para o novo local.",neutral
França levanta preocupações sobre proposta de acordo LSE-Deutsche Boerse,negative
561.470 novas ações sob o plano de direitos de opção de 2003 A empresa de embalagens Huhtamaki Oyj informou na segunda-feira que um total de 561.470 novas ações da empresa foram emitidas com base em subscrições de ações sob seu plano de direitos de opção de 2003.,neutral
Sullivan disse que alguns dos conselhos “realmente envolvem muito trabalho e as pessoas deveriam ser pagas pelo seu tempo”. '',neutral
A expansão será entregue no quarto trimestre de 2006 .,neutral
"Aspokem registou um lucro operacional de 2,7 milhões de euros ( 3,5 milhões de dólares ) e vendas líquidas de 89,1 milhões de euros ( 116,8 milhões de dólares ) em 2006 .",neutral
"De acordo com Karhinen, a OP-Pohjola é um empreendimento interessante porque a cooperação trará enormes oportunidades para os clientes e para a própria empresa.",positive
"Ações do Reino Unido retomam ganhos para recuperação recorde; CRH, escalada de Tullow",positive
$FIO não vai ficar no chão,positive
"A decisão reflecte a subutilização da linha, que produz não-tecidos utilizados em aplicações médicas e de toalhetes, bem como na indústria automóvel.",neutral
O tribunal considerou os argumentos da TelecomInvest convincentes.,positive
"A maior reestruturação está prevista para Itália, onde serão iniciadas hoje negociações sobre cerca de 40 cortes de postos de trabalho, observou a empresa.",neutral
"O lucro operacional totalizou 9,4 milhões de euros , abaixo dos 11,7 milhões de euros em 2004 .",negative
"O lucro por acção ( EPS ) em 2005 diminuiu para 0,66 euros , face a 1,15 euros em 2004 .",negative
"O MD Henning Bahr, do Stockmann Gruppen, elogia a tendência, uma vez que as cadeias se tornam mais fortes e os seus processos de tomada de decisão mais claros.",positive
"Os investimentos e as mudanças operacionais permitem uma otimização adicional das horas de trabalho e, assim, maiores economias de custos de cerca de 7% a 9%.",positive
"EmpresasCasa Varejo reduz ganhos, mas é considerado 'em jogo'",positive
"As vendas líquidas diminuíram para 220,5 milhões de euros, de 470,0 milhões de euros no período correspondente em 2009.",neutral
"CINGAPURA (ICIS) - (1) Kemira e a empresa indiana de infraestrutura hídrica (2) IVRCL concordaram em formar uma joint venture que inclui uma nova unidade de fabricação de coagulantes inorgânicos no estado de Andhra Pradesh, Índia, disse a fabricante finlandesa de produtos químicos para tratamento de água na terça-feira. .",positive
